session,predict
[8638],"[7188, 4825, 954, 2006, 4117, 692, 9537, 4038, 2017, 1677, 7142, 2125, 918, 553, 9967, 3868, 3421, 1659, 2644, 2493]"
"[9695, 5704, 1755]","[1119, 301, 1756, 1202, 673, 1758, 9075, 2601, 6070, 7699, 3682, 1824, 5271, 2493, 7535, 292, 501, 1811, 6517, 5982]"
[762],"[317, 1488, 1407, 4170, 5808, 5906, 6052, 10463, 3376, 8073, 8107, 647, 509, 8880, 8895, 5757, 2598, 5562, 743, 3067]"
"[8494, 1655]","[3425, 9415, 8445, 9632, 18, 3661, 9128, 2991, 3552, 3280, 62, 5249, 10745, 11324, 250, 10753, 11322, 3959, 3544, 10540]"
"[9983, 8159, 568]","[1423, 2034, 11365, 333, 5863, 7020, 3402, 1125, 2055, 903, 3846, 396, 294, 540, 3691, 5140, 11, 4608, 1757, 73]"
[1143],"[5800, 1144, 396, 829, 1033, 10381, 2170, 985, 3310, 479, 7061, 78, 2606, 1477, 5643, 277, 4066, 329, 947, 689]"
[2411],"[9315, 1795, 2412, 5794, 2932, 1463, 5087, 1765, 3813, 109, 1452, 8741, 1882, 3837, 2947, 1717, 2081, 7399, 1922, 5426]"
[4749],"[273, 2276, 11, 4762, 5752, 4873, 1706, 5117, 4779, 1510, 4964, 519, 5562, 1846, 5711, 6333, 166, 2893, 8123, 928]"
[1747],"[599, 1748, 1608, 5195, 4560, 901, 5820, 1246, 5710, 1028, 9699, 3272, 5967, 1491, 5699, 9663, 483, 3147, 9932, 5157]"
"[8653, 8567]","[5514, 11370, 413, 8066, 7486, 8183, 4979, 1242, 540, 10658, 6786, 7759, 10518, 10602, 3939, 1144, 11297, 8075, 1253, 5903]"
[3234],"[2880, 5445, 6713, 2611, 5562, 2392, 1977, 373, 18, 2899, 3242, 1645, 10356, 5165, 608, 1512, 3899, 636, 10795, 6245]"
[10201],"[489, 1284, 5269, 1952, 513, 1319, 10202, 7929, 829, 1870, 572, 2823, 3422, 5350, 1321, 737, 4044, 4328, 1028, 9042]"
[1404],"[1373, 4546, 2937, 7069, 1453, 1799, 9046, 2636, 1342, 2024, 4246, 460, 1835, 614, 483, 3513, 4996, 660, 6286, 1401]"
"[2221, 6938, 463, 26, 1767]","[3467, 8727, 7647, 1028, 2584, 8093, 8866, 4777, 2488, 8914, 2868, 1503, 1768, 1305, 2805, 2160, 8303, 879, 8731, 1448]"
[6615],"[6616, 2537, 1304, 10226, 2005, 10569, 192, 4310, 5013, 6668, 2945, 11460, 2273, 7180, 9140, 6188, 9923, 3176, 3729, 9932]"
[2019],"[553, 3165, 506, 2853, 2020, 2021, 1891, 552, 1345, 507, 5579, 5304, 554, 4775, 2854, 2022, 663, 3367, 665, 6841]"
"[498, 1304, 482, 460, 1993]","[3375, 528, 1654, 462, 614, 1284, 8183, 7520, 98, 8916, 396, 5546, 10792, 2384, 9789, 4084, 6886, 2463, 986, 4795]"
"[10589, 1305, 1122, 11139]","[9532, 6514, 6987, 3486, 9561, 4994, 8657, 3810, 779, 839, 6318, 4570, 8797, 3308, 1675, 1831, 6500, 11259, 11584, 5699]"
"[487, 120, 300]","[401, 918, 5681, 1713, 1105, 659, 1521, 192, 937, 2015, 9943, 8468, 2276, 1183, 691, 835, 5201, 1060, 7365, 1999]"
[78],"[614, 489, 313, 759, 5109, 79, 3848, 3669, 5738, 2249, 3027, 747, 9, 2463, 9964, 320, 2396, 1119, 2517, 249]"
[1503],"[215, 336, 4676, 7938, 6387, 569, 2584, 5021, 159, 322, 18, 7586, 7514, 145, 1321, 11, 482, 15, 150, 4408]"
"[4038, 6710, 4847]","[1387, 374, 9163, 9074, 8408, 3899, 2955, 2488, 2645, 1453, 40, 4769, 1305, 11372, 4897, 7080, 535, 3313, 5562, 532]"
"[1172, 7101]","[6975, 3565, 6057, 7469, 4065, 9632, 4713, 8652, 4740, 10736, 3945, 10855, 4376, 5440, 3549, 3564, 3425, 1391, 9910, 1053]"
"[5775, 234, 92, 628, 4572]","[9942, 3422, 5552, 9059, 3201, 8507, 4191, 4281, 476, 9701, 2903, 1985, 2327, 7348, 2242, 487, 2058, 1284, 6129, 5003]"
"[7631, 585]","[3814, 1422, 1768, 628, 569, 1391, 2089, 4189, 7105, 429, 483, 430, 2384, 6939, 4532, 5900, 482, 3878, 5095, 2858]"
"[3620, 5363]","[2006, 3376, 5852, 1529, 2853, 2024, 506, 5282, 760, 9737, 3878, 10226, 1304, 3580, 2510, 695, 6463, 2741, 5600, 555]"
[6419],"[6420, 4304, 1847, 7082, 482, 1836, 6052, 1266, 675, 4805, 772, 1703, 3964, 10901, 7765, 985, 242, 10092, 1587, 9310]"
"[3315, 10196, 2669]","[8122, 36, 213, 5163, 1826, 6966, 6734, 151, 1411, 764, 4831, 6577, 73, 2280, 6976, 11430, 4389, 7701, 8111, 4290]"
[1321],"[3882, 4075, 1302, 5922, 6236, 1922, 7983, 385, 225, 489, 23, 555, 2358, 636, 673, 4614, 1512, 3149, 5731, 2927]"
"[1501, 658, 241, 3768]","[2381, 2584, 1251, 11370, 3429, 6735, 2587, 803, 1086, 3574, 2160, 9449, 1650, 3067, 9355, 659, 7498, 10497, 427, 2368]"
"[978, 7247]","[1247, 1659, 1264, 68, 5388, 4500, 10226, 3147, 159, 4898, 7194, 100, 5726, 1150, 1028, 7080, 2840, 5875, 4284, 5876]"
[4374],"[4375, 3350, 1775, 59, 7005, 1109, 9077, 7887, 10843, 8109, 3882, 5625, 6445, 5145, 1298, 6517, 1768, 7643, 10193, 2235]"
"[40, 14, 4266, 947]","[7514, 1342, 2728, 73, 18, 5613, 5309, 782, 1373, 6975, 2584, 4933, 3727, 229, 2155, 4759, 6731, 5375, 7719, 884]"
[568],"[1708, 569, 5369, 6139, 639, 45, 5355, 11365, 3464, 1302, 6994, 3846, 8878, 2906, 1978, 5511, 394, 333, 6345, 902]"
"[150, 6947]","[1666, 7197, 5185, 1846, 2123, 724, 1422, 569, 3264, 587, 1648, 1246, 145, 9045, 1471, 660, 10241, 3654, 4146, 4283]"
[4188],"[835, 4189, 9059, 692, 1726, 8240, 3703, 6070, 2015, 694, 101, 3928, 6272, 5826, 3682, 5779, 266, 1866, 697, 996]"
[3644],"[2343, 1783, 1782, 3462, 6492, 2341, 3645, 7165, 5473, 2861, 170, 3033, 4199, 1321, 1302, 55, 401, 109, 694, 7382]"
[10210],"[4383, 9779, 810, 10211, 1148, 569, 5930, 166, 9266, 9591, 6938, 8550, 6210, 759, 8029, 5716, 4412, 7100, 2240, 240]"
[4001],"[1614, 2513, 3334, 1866, 2076, 4785, 313, 796, 4265, 6019, 3209, 991, 10384, 1779, 879, 4198, 509, 8755, 5077, 92]"
"[6592, 4075]","[2533, 4514, 1384, 544, 2733, 8543, 7223, 2004, 2019, 4672, 3462, 7481, 5759, 4745, 4434, 757, 5668, 6056, 5610, 6894]"
[377],"[378, 3531, 2781, 3360, 2767, 396, 5145, 4494, 5226, 7247, 569, 1703, 1148, 5197, 6623, 6182, 1557, 4833, 4182, 2413]"
"[1140, 4019]","[2611, 1995, 963, 2492, 4639, 4616, 8530, 3836, 5921, 954, 880, 5293, 2995, 9894, 2326, 575, 2899, 5141, 1563, 1008]"
"[9256, 305, 9308]","[10395, 11239, 5060, 3186, 7241, 6956, 2343, 10831, 7324, 4879, 8252, 8806, 5098, 9531, 3172, 2797, 4386, 2517, 5044, 6494]"
[8134],"[2937, 2127, 8135, 665, 483, 821, 3367, 462, 663, 2425, 913, 159, 6569, 2022, 333, 40, 2126, 2326, 54, 9]"
[2037],"[1694, 2038, 336, 4930, 394, 62, 3154, 2372, 5167, 2900, 8848, 5901, 2922, 5608, 2176, 3373, 4307, 3749, 3396, 2446]"
[108],"[109, 865, 927, 1780, 686, 2338, 7272, 2275, 937, 551, 281, 3702, 112, 926, 3703, 922, 284, 2015, 6070, 2340]"
[7103],"[976, 2968, 2899, 9711, 4714, 8090, 4810, 7104, 563, 466, 1164, 7979, 481, 5498, 8488, 5021, 9965, 1009, 1349, 5319]"
[6753],"[254, 10572, 6529, 10010, 8206, 336, 532, 3194, 1871, 11, 5021, 864, 295, 5185, 1167, 2968, 6068, 787, 4446, 673]"
[342],"[4263, 15, 159, 3854, 150, 343, 340, 2372, 5277, 149, 14, 3400, 2419, 4453, 5402, 3816, 8715, 9000, 584, 8643]"
"[4618, 8428, 482]","[2089, 1083, 1236, 1678, 7636, 7500, 2878, 1373, 147, 3033, 6340, 4408, 1154, 7699, 305, 6827, 5748, 1342, 4023, 2417]"
"[5224, 2100]","[2246, 6303, 2927, 3308, 8740, 4066, 1840, 4141, 896, 10801, 8552, 6563, 4157, 5311, 10510, 9402, 4287, 3591, 2419, 9121]"
"[2097, 241]","[1251, 803, 1512, 17, 2381, 607, 575, 225, 2584, 1265, 2568, 3903, 215, 2098, 7499, 159, 3744, 411, 3684, 659]"
[9526],"[10989, 9527, 7709, 7251, 930, 18, 799, 8029, 7490, 2624, 1588, 2367, 11409, 1714, 4456, 8878, 7157, 4996, 2973, 1306]"
[1266],"[3652, 11322, 7699, 1051, 4805, 9774, 6975, 8619, 143, 801, 10281, 836, 212, 2315, 6790, 5162, 948, 8394, 9496, 4049]"
"[5150, 4499]","[1152, 2519, 676, 2861, 6100, 1606, 1708, 9507, 5145, 8459, 2840, 1257, 1164, 9747, 1467, 7813, 3892, 5623, 2341, 1517]"
"[5516, 845, 9]","[2481, 3185, 9933, 32, 9735, 336, 1487, 2581, 790, 68, 2406, 482, 5694, 1590, 1938, 846, 691, 5770, 2479, 3882]"
[175],"[11, 159, 160, 1166, 170, 1028, 12, 2543, 587, 2806, 11384, 145, 1845, 150, 2608, 14, 176, 9, 7367, 239]"
"[9063, 1241, 3387]","[1650, 6370, 2894, 471, 5798, 903, 845, 565, 6449, 1571, 479, 4083, 4439, 1243, 3278, 396, 3007, 991, 1724, 1261]"
[8993],"[4200, 8994, 4879, 528, 5185, 2936, 1988, 2781, 4731, 867, 160, 2510, 1872, 3359, 11, 1088, 11157, 2975, 7518, 1453]"
"[1342, 10479]","[3858, 975, 495, 1954, 10446, 3702, 6338, 7185, 1702, 6299, 1794, 937, 4491, 2188, 1228, 6272, 865, 745, 3360, 2387]"
[2142],"[11464, 1971, 2143, 8563, 1083, 293, 1941, 4408, 488, 3737, 482, 1214, 8587, 9140, 4873, 481, 1698, 757, 460, 7378]"
[476],"[1984, 3447, 11260, 3781, 7061, 3421, 1976, 4038, 1977, 477, 2258, 4889, 2141, 8475, 674, 2136, 2077, 7761, 2676, 8662]"
"[3893, 6678]","[6679, 6698, 3250, 502, 5694, 6275, 1662, 3709, 918, 3545, 3068, 7479, 5000, 3574, 6172, 6005, 2820, 3968, 8989, 3350]"
[11],"[18, 9, 73, 14, 170, 4792, 11507, 944, 12, 615, 5748, 10779, 2876, 2986, 4448, 159, 1841, 945, 11627, 168]"
[1140],"[11239, 5615, 2602, 6000, 8231, 1141, 9353, 157, 1751, 4889, 2994, 5769, 7887, 4683, 3878, 2026, 7017, 2036, 6329, 9837]"
"[1670, 1217, 1654]","[1564, 1680, 1214, 487, 2783, 1744, 1666, 1655, 159, 11106, 5852, 4500, 1460, 1549, 660, 1649, 1142, 950, 2358, 8707]"
"[5128, 11]","[9, 73, 170, 615, 145, 165, 18, 604, 945, 12, 1841, 5181, 4792, 1328, 1166, 1826, 5163, 4448, 14, 168]"
[2221],"[8984, 11555, 1279, 1302, 5034, 4999, 3295, 250, 5309, 6020, 1814, 9949, 4545, 3054, 6782, 1870, 2350, 5950, 3052, 3088]"
[4259],"[160, 1028, 225, 11, 1166, 2463, 2013, 5875, 1451, 305, 40, 5428, 221, 2730, 1477, 4408, 482, 4075, 1621, 1471]"
[6490],"[6491, 10495, 9263, 1433, 9222, 4124, 8980, 972, 11397, 2930, 3914, 3095, 4083, 532, 1752, 1956, 2534, 3728, 3431, 4608]"
"[1477, 5952, 5983, 5800, 55]","[8614, 1323, 206, 3144, 8966, 10712, 10083, 78, 4026, 483, 7056, 5591, 6174, 1654, 5594, 7356, 1028, 5117, 3939, 1594]"
[414],"[4837, 415, 3861, 6688, 5835, 4604, 4618, 1349, 4507, 222, 3338, 1971, 1423, 8396, 2118, 1465, 4836, 1469, 2995, 1282]"
[5815],"[9171, 4088, 8781, 9645, 7241, 2606, 4546, 3192, 5816, 29, 8050, 381, 6992, 3154, 7534, 9197, 1025, 9042, 1377, 4244]"
"[1920, 5949]","[9950, 8479, 1757, 10046, 4747, 10855, 3195, 6185, 2185, 7951, 6533, 6927, 140, 7990, 6289, 8750, 1701, 7901, 889, 7069]"
[3194],"[9, 9383, 3684, 855, 4340, 1908, 8551, 3081, 73, 1167, 7391, 6496, 11, 12, 1323, 336, 4084, 660, 1697, 1657]"
[9685],"[9686, 3055, 5013, 3484, 40, 1028, 396, 6311, 1321, 4550, 483, 9030, 159, 4482, 2384, 2815, 8308, 1423, 5355, 5716]"
"[6169, 11239]","[6170, 7887, 6277, 12, 5456, 377, 5669, 5427, 9761, 8582, 6867, 2306, 873, 1262, 2400, 173, 1441, 3426, 8505, 4173]"
[2865],"[2866, 6572, 5779, 1118, 3859, 5711, 2188, 3493, 417, 253, 923, 4322, 5065, 2309, 7384, 797, 3598, 5058, 1964, 1306]"
"[8318, 2728]","[951, 673, 6716, 9402, 6245, 865, 290, 886, 1143, 636, 6070, 6031, 3003, 160, 279, 1242, 10507, 1926, 8382, 7773]"
[2446],"[3460, 2447, 5057, 5058, 2827, 2561, 2826, 3615, 6492, 4778, 7283, 1949, 1782, 3461, 3462, 3172, 2055, 744, 402, 7918]"
[4233],"[10427, 3325, 2188, 3172, 4234, 4893, 823, 2338, 4697, 3531, 1220, 111, 865, 2728, 2821, 7570, 757, 4724, 2034, 8826]"
"[10976, 7033]","[3572, 9302, 2686, 6774, 3258, 428, 879, 9334, 4354, 1312, 1345, 9842, 2413, 3009, 4430, 8496, 1368, 3458, 6957, 897]"
"[6970, 6246]","[5546, 1804, 4048, 6235, 1939, 1142, 5117, 1591, 5109, 2186, 4981, 2134, 8552, 5, 2606, 5417, 10221, 3361, 1072, 71]"
[3462],"[1621, 1857, 487, 4451, 2020, 834, 828, 4445, 1971, 3061, 7283, 50, 1153, 325, 6995, 4932, 1304, 2517, 9445, 340]"
[3598],"[2947, 9220, 151, 3599, 5827, 73, 2419, 846, 14, 2517, 1166, 6541, 4783, 2861, 1028, 133, 160, 4622, 945, 676]"
"[1480, 6542]","[3946, 3139, 6543, 2225, 4136, 6576, 493, 1240, 9097, 9593, 641, 5130, 5839, 541, 3024, 2908, 758, 10870, 538, 1003]"
"[790, 1403]","[3195, 6560, 2089, 1455, 4400, 9784, 7507, 6588, 1921, 1373, 5900, 1342, 4903, 18, 7766, 1985, 1849, 6140, 973, 145]"
[2851],"[4986, 2852, 8038, 4868, 1153, 270, 4233, 4574, 6727, 489, 2116, 2908, 1833, 11083, 2932, 9590, 2367, 508, 10597, 7844]"
[5058],"[2561, 2826, 5057, 3172, 6492, 280, 9762, 2560, 6956, 5427, 2447, 40, 5594, 2015, 4804, 7807, 629, 1766, 1783, 3461]"
[3134],"[7469, 791, 4968, 428, 3135, 1214, 2579, 2930, 5230, 779, 3430, 6614, 1884, 1150, 2599, 2827, 2532, 2359, 1050, 3149]"
[6490],"[6491, 10495, 9263, 1433, 9222, 4124, 8980, 972, 11397, 2930, 3914, 3095, 4083, 532, 1752, 1956, 2534, 3728, 3431, 4608]"
"[1511, 2098, 3977, 5659]","[5908, 660, 4921, 9009, 8896, 2786, 826, 2303, 1483, 5883, 10900, 11579, 1068, 1757, 9127, 3684, 10327, 4968, 11077, 4539]"
[1467],"[4666, 3513, 4466, 3890, 4304, 1013, 5579, 4725, 92, 2113, 3862, 6373, 4477, 1468, 325, 1534, 2739, 1528, 4759, 5281]"
"[4415, 5860]","[1453, 11, 12, 4611, 1166, 1228, 5600, 68, 4416, 3765, 8164, 165, 4534, 2314, 4065, 902, 614, 2308, 1176, 5662]"
"[8116, 8608]","[12, 5617, 212, 5638, 2431, 7966, 2479, 5391, 4398, 7766, 3792, 149, 2261, 6133, 5457, 2425, 2241, 3552, 9085, 3196]"
"[10440, 10441, 10443]","[10443, 1562, 5777, 57, 4729, 2132, 7478, 1428, 7823, 819, 4852, 2113, 6225, 2423, 10442, 7929, 8630, 4561, 9692, 60]"
[4972],"[2767, 3247, 1876, 4973, 8969, 5229, 1912, 4029, 1476, 4033, 1832, 3564, 6234, 9849, 3691, 6959, 2669, 10044, 850, 8123]"
"[7414, 4641]","[1941, 1302, 3849, 3736, 5272, 7765, 2273, 3324, 10002, 333, 4570, 2418, 10456, 6220, 8698, 3308, 6338, 3772, 7828, 7267]"
[3949],"[481, 2652, 5041, 305, 589, 533, 4898, 2783, 2024, 2543, 394, 437, 2238, 109, 317, 1127, 887, 170, 160, 92]"
"[3538, 6779, 8878, 4633, 10549]","[3290, 525, 4435, 7082, 3525, 8803, 1030, 6661, 2579, 1928, 4558, 6546, 5419, 151, 1840, 276, 124, 4295, 1163, 5424]"
[11189],"[11190, 2783, 2582, 10193, 4114, 2806, 2250, 9826, 729, 2741, 4611, 3969, 5613, 8677, 3391, 2580, 10634, 10881, 7876, 5728]"
[2075],"[94, 724, 9612, 10574, 8518, 2198, 6989, 6179, 3507, 372, 4260, 509, 8612, 6553, 5444, 7467, 1232, 5507, 3899, 4506]"
"[764, 5575]","[1458, 10383, 4154, 6160, 1492, 1361, 8144, 4393, 2258, 850, 772, 2416, 1689, 791, 3146, 6614, 3149, 533, 2383, 1914]"
[50],"[10449, 2145, 423, 10011, 26, 1971, 4220, 4268, 4109, 4006, 3391, 386, 724, 4977, 3900, 1826, 4824, 1134, 8404, 6310]"
"[3076, 3422, 5467]","[10833, 1020, 4566, 7392, 5511, 1036, 6651, 865, 5987, 6953, 5476, 9152, 8334, 8482, 2072, 5913, 6488, 4743, 1577, 5847]"
"[1823, 3359]","[2937, 6209, 851, 9259, 598, 2464, 7959, 4499, 396, 10947, 6336, 3097, 340, 1809, 7462, 3290, 4604, 5563, 7225, 8421]"
[11203],"[3027, 8301, 2084, 1055, 18, 2241, 694, 11204, 9, 3552, 4108, 614, 1121, 92, 1850, 495, 945, 122, 10414, 8404]"
"[903, 3327, 2796]","[237, 897, 3596, 4035, 1050, 9, 5353, 2274, 925, 4076, 4506, 189, 2818, 2143, 3520, 9691, 5370, 125, 3040, 151]"
"[6096, 350]","[11597, 10171, 6887, 8900, 8637, 2770, 8271, 10903, 10525, 11156, 11074, 10453, 6108, 6303, 10827, 7842, 8561, 7013, 4560, 2470]"
"[1815, 1529]","[192, 1530, 5798, 8764, 9445, 1458, 5901, 8831, 7350, 2171, 4564, 6823, 991, 857, 7022, 3067, 4232, 11164, 7101, 2343]"
"[70, 5571, 2148, 3730, 3458]","[2535, 4084, 3097, 1849, 4752, 3459, 3764, 5270, 401, 4541, 2425, 5902, 9085, 10757, 4698, 15, 7023, 2975, 8183, 2372]"
"[1345, 665, 663, 5579]","[3367, 5578, 553, 483, 507, 1891, 2022, 4996, 3140, 554, 665, 1166, 2326, 2397, 5662, 661, 1992, 662, 7524, 663]"
[588],"[2885, 589, 184, 8834, 1632, 3334, 1210, 11555, 451, 3701, 239, 8394, 4480, 4304, 1151, 8215, 2193, 7108, 2526, 10351]"
"[4216, 4128]","[3644, 4287, 206, 6527, 336, 3616, 2142, 8102, 2299, 8659, 5388, 1634, 3364, 5859, 1828, 1690, 589, 6955, 8515, 3781]"
"[3573, 746, 4705, 1562, 6947]","[643, 4355, 6948, 3847, 321, 5350, 10403, 10886, 6352, 4405, 587, 6611, 9197, 1262, 5054, 1681, 4773, 7785, 10439, 8968]"
"[7867, 160]","[947, 421, 1835, 3715, 11, 12, 7061, 1394, 7868, 7222, 3315, 3692, 73, 4705, 9, 1425, 145, 615, 1166, 4783]"
[159],"[9, 160, 1166, 73, 11, 145, 1028, 3194, 170, 4792, 1504, 140, 18, 1835, 40, 930, 14, 604, 501, 9551]"
[4525],"[890, 4725, 4390, 8301, 10795, 4710, 553, 132, 92, 2426, 9721, 986, 192, 5579, 4279, 4842, 1116, 2018, 1595, 11022]"
"[2744, 1782]","[1783, 6492, 1964, 2561, 2560, 2746, 1948, 4778, 7283, 3462, 5057, 280, 37, 2338, 2055, 1882, 4124, 1924, 9158, 924]"
[1898],"[1899, 6240, 2875, 9965, 5350, 7729, 4006, 779, 3141, 4, 8261, 6653, 1053, 5813, 5661, 4328, 1427, 466, 11167, 1365]"
[1611],"[2259, 4820, 3293, 7096, 3, 1441, 1612, 4350, 4804, 10526, 36, 2, 753, 10824, 785, 2696, 1759, 3160, 1473, 1456]"
"[638, 6742]","[1154, 10214, 2135, 3859, 4108, 266, 3397, 7315, 913, 377, 2858, 1241, 8389, 7958, 6388, 4182, 8662, 2676, 4036, 1478]"
[1700],"[1047, 569, 1028, 6389, 159, 396, 333, 4033, 5136, 1166, 12, 4921, 95, 798, 40, 1521, 3139, 2171, 1714, 1284]"
[1782],"[1783, 6492, 2561, 1964, 5057, 5058, 2827, 4778, 2055, 3462, 3172, 2560, 3461, 3911, 1782, 4938, 515, 694, 2746, 3033]"
[1279],"[2075, 8498, 1338, 1280, 6421, 4402, 8186, 1354, 4401, 9256, 2937, 825, 4280, 3646, 4019, 1771, 6003, 3215, 3699, 3055]"
"[764, 909, 298]","[3856, 2076, 428, 7603, 2028, 2440, 299, 2596, 3493, 1320, 73, 10196, 2808, 366, 1072, 4620, 1103, 10030, 9024, 7738]"
[1240],"[1241, 7835, 1708, 5172, 489, 2061, 3046, 7701, 3669, 1342, 910, 5374, 10045, 1941, 4365, 430, 2628, 5738, 1703, 2027]"
"[7183, 2915]","[10628, 4322, 7856, 1850, 11151, 940, 10223, 3154, 4043, 1459, 1897, 1336, 4949, 488, 3313, 5802, 3591, 3686, 10823, 2508]"
[2899],"[572, 4907, 5046, 3098, 482, 2900, 1042, 469, 509, 2343, 3382, 10592, 2676, 313, 2000, 3458, 5516, 2890, 835, 7378]"
"[1971, 4850, 6088, 489]","[5727, 10846, 2991, 4428, 7901, 3362, 6283, 2558, 5809, 736, 9397, 7494, 595, 5388, 9990, 5822, 10024, 2148, 791, 8133]"
"[1321, 4959]","[5885, 2304, 3391, 1284, 1246, 9562, 2644, 7739, 585, 757, 673, 777, 1855, 4109, 6935, 4751, 6153, 3946, 1723, 9027]"
"[7097, 3660]","[4469, 3271, 4795, 5228, 168, 7177, 7091, 3808, 6552, 11018, 2928, 333, 3261, 666, 2176, 2587, 9415, 2893, 3147, 5680]"
"[5788, 1745, 5253, 4546]","[1996, 4547, 394, 4985, 537, 8073, 2304, 1908, 4044, 2372, 6432, 8352, 5873, 1850, 1936, 75, 6387, 159, 14, 482]"
[1247],"[2665, 8274, 2413, 3890, 840, 2937, 6220, 2463, 124, 3033, 333, 1700, 2733, 647, 73, 480, 68, 1086, 1214, 18]"
[169],"[14, 5163, 1168, 2996, 18, 73, 170, 159, 168, 1841, 12, 4199, 945, 9, 2876, 1125, 2947, 1166, 930, 146]"
[1077],"[2126, 206, 3272, 235, 4593, 1078, 1028, 2460, 897, 7938, 4506, 4473, 7647, 4684, 1051, 1637, 4435, 7986, 1166, 3027]"
"[2433, 2434]","[4159, 9424, 245, 109, 8366, 2502, 3976, 2298, 6990, 6621, 9342, 8349, 4292, 1805, 4239, 10236, 4450, 3759, 9510, 1009]"
[3513],"[1174, 8663, 4520, 2721, 2725, 6940, 1046, 3684, 3354, 1912, 3816, 145, 628, 1166, 2, 1511, 160, 2527, 1504, 7740]"
[9777],"[78, 483, 7137, 4563, 364, 329, 2397, 1154, 1083, 7756, 9778, 11365, 901, 7813, 10786, 1321, 590, 4445, 211, 326]"
[10011],"[4868, 10012, 8732, 3512, 45, 394, 305, 5375, 1698, 1908, 2970, 236, 4725, 3596, 4810, 3613, 1142, 1894, 9187, 838]"
[233],"[875, 482, 1971, 5983, 2781, 2839, 234, 1705, 6336, 4075, 3140, 4996, 5309, 11362, 4710, 3531, 2402, 3290, 817, 5695]"
[23],"[2705, 9325, 7727, 2326, 2028, 1290, 1723, 480, 6996, 24, 10397, 3372, 1142, 1322, 6954, 533, 1435, 2228, 5410, 2385]"
"[585, 4219]","[4220, 6238, 40, 128, 336, 1247, 3597, 2058, 797, 1177, 2895, 1672, 7502, 1006, 11106, 1622, 2792, 3167, 3684, 2435]"
[1532],"[1533, 482, 394, 5373, 2970, 2012, 4225, 7280, 6246, 4141, 4379, 6220, 1212, 2736, 3405, 49, 9314, 1510, 10963, 3701]"
"[8414, 8466]","[6922, 1046, 9254, 7733, 9657, 1591, 5848, 6244, 2547, 11530, 10101, 11013, 3264, 8935, 6323, 11169, 88, 1, 8573, 11343]"
"[3616, 5473, 7283, 3461, 3574]","[4445, 3645, 2343, 2055, 1433, 5058, 5473, 2532, 6461, 76, 3462, 2746, 401, 2560, 6492, 2188, 2827, 1964, 9927, 7404]"
[11501],"[3258, 4939, 4708, 11502, 1894, 1648, 7537, 4860, 6700, 1153, 866, 785, 2903, 9422, 3165, 4837, 222, 7422, 4361, 5416]"
"[2987, 5884]","[7111, 6511, 5049, 6264, 11495, 11190, 1490, 11547, 11503, 9846, 7598, 1501, 380, 8224, 11378, 11364, 5892, 10889, 2636, 5193]"
"[628, 2677]","[4430, 1321, 2571, 336, 8228, 242, 2735, 36, 2385, 2263, 3332, 1374, 7823, 2257, 2828, 4482, 1875, 6939, 10344, 9604]"
[4938],"[2561, 2560, 5473, 6492, 3462, 3574, 5815, 1783, 2827, 7283, 3033, 5057, 2055, 4445, 3461, 1036, 3065, 2941, 938, 1782]"
[236],"[2406, 2994, 2702, 3208, 5668, 2656, 10149, 1342, 1321, 471, 5003, 7835, 2513, 3189, 3552, 2326, 606, 1247, 2705, 4490]"
[3214],"[7609, 2775, 398, 7680, 3215, 8450, 506, 2176, 6329, 2853, 1323, 7464, 9410, 2564, 483, 2479, 5098, 8107, 5638, 4357]"
[10104],"[3079, 3513, 2141, 3055, 7098, 3141, 4795, 2402, 11230, 1423, 1028, 41, 899, 1342, 4194, 5348, 503, 6774, 1295, 1263]"
"[2036, 4308]","[3388, 5272, 40, 9224, 2340, 2075, 1849, 6098, 1874, 255, 1452, 9730, 1951, 1302, 3670, 8967, 1020, 23, 2114, 1321]"
"[10698, 806, 94]","[11506, 89, 4188, 1157, 1028, 3295, 7729, 657, 5924, 565, 1122, 807, 8966, 10699, 1659, 6774, 3430, 4190, 4490, 6681]"
[6914],"[1423, 6991, 7630, 215, 1608, 5876, 336, 7518, 569, 3973, 849, 9582, 3239, 3834, 6554, 2234, 1247, 1713, 1698, 225]"
[2142],"[11464, 1971, 2143, 8563, 1083, 293, 1941, 4408, 488, 3737, 482, 1214, 8587, 9140, 4873, 481, 1698, 757, 460, 7378]"
"[6549, 496]","[588, 5152, 8888, 1323, 9268, 3143, 4539, 2062, 7188, 2102, 5575, 1224, 5422, 313, 5261, 3331, 2855, 3963, 4288, 11559]"
[9781],"[2781, 1506, 748, 3138, 1103, 4210, 3365, 11370, 4491, 3849, 1019, 1163, 724, 323, 965, 427, 249, 1355, 656, 2094]"
[2022],"[2024, 506, 2854, 665, 3620, 4712, 552, 555, 2853, 954, 553, 3165, 554, 663, 2019, 2023, 2022, 3367, 2021, 507]"
"[4208, 2327]","[6396, 9372, 300, 4985, 4699, 396, 1700, 29, 1691, 6959, 5140, 8527, 5107, 1704, 4188, 6181, 471, 2013, 10240, 7265]"
[5223],"[787, 5842, 5260, 7101, 2724, 5224, 777, 8790, 2139, 2661, 340, 4398, 2188, 4471, 1788, 6784, 4236, 7048, 5440, 11]"
