session,predict
"[517, 2268]","[4664, 347, 3348, 4797, 138, 496, 3880, 5796, 1385, 3660, 3028, 784, 2890, 7008, 5137, 2567, 1676, 5902, 8153, 4108]"
"[2582, 5354, 4714]","[4298, 5406, 4872, 535, 2686, 15, 389, 675, 2396, 6854, 3120, 6295, 1021, 2685, 318, 906, 840, 2800, 1546, 4046]"
"[9696, 8936]","[223, 3230, 467, 6212, 7699, 736, 4909, 1546, 643, 172, 1819, 178, 1792, 8750, 4090, 5395, 4797, 7996, 796, 1687]"
[488],"[1712, 2514, 2679, 1523, 5992, 702, 41, 7327, 2965, 5739, 194, 5236, 3820, 579, 5961, 3267, 450, 3844, 3208, 2803]"
"[4443, 330]","[844, 736, 326, 1250, 833, 6903, 3061, 2987, 2272, 363, 2378, 1755, 3449, 282, 4071, 704, 7891, 1974, 719, 6978]"
"[828, 2254]","[41, 1546, 6143, 2401, 5469, 450, 9397, 2561, 6237, 2919, 800, 1818, 4959, 496, 4363, 2284, 3659, 196, 149, 7126]"
"[2523, 3074, 5465, 9268]","[1856, 1961, 3426, 504, 2341, 15, 139, 2803, 1022, 7971, 133, 126, 1133, 1981, 4259, 1871, 6838, 1494, 3317, 18]"
[5347],"[5242, 2165, 194, 5348, 8835, 6695, 1634, 4979, 118, 372, 8, 614, 2072, 581, 1172, 4894, 3260, 221, 2794, 5726]"
[450],"[41, 149, 175, 1261, 3682, 188, 1088, 9326, 329, 1367, 1453, 9448, 220, 1718, 5413, 5250, 5662, 5388, 284, 1184]"
"[1293, 4603]","[719, 5904, 4983, 330, 3969, 709, 3, 1075, 3285, 8427, 2550, 1394, 95, 4181, 7168, 5024, 4828, 735, 1785, 118]"
[4735],"[4736, 4062, 3657, 1127, 5218, 508, 282, 3658, 2068, 3616, 2464, 743, 2771, 3061, 1541, 2989, 273, 147, 2843, 3782]"
[238],"[432, 2109, 6932, 8737, 497, 398, 743, 6991, 1453, 5485, 2816, 6685, 2802, 9797, 5293, 6230, 2850, 450, 1434, 764]"
[194],"[1609, 1996, 330, 41, 354, 128, 195, 777, 1733, 481, 379, 3822, 329, 1600, 238, 107, 2018, 455, 2167, 1675]"
"[325, 4240, 2544]","[7357, 6934, 869, 9038, 1892, 388, 4770, 2229, 4997, 61, 227, 5691, 4803, 9692, 1203, 6242, 4559, 2586, 8159, 772]"
"[6635, 197]","[7537, 5610, 4702, 5128, 15, 2803, 2802, 4034, 6816, 2167, 6322, 5240, 6086, 5143, 5001, 841, 1076, 8136, 9076, 3877]"
"[9774, 9048]","[6762, 2102, 7675, 9362, 2042, 646, 1072, 2359, 7981, 136, 1912, 8680, 2910, 165, 2297, 1931, 4246, 3184, 454, 7248]"
"[1853, 5982, 9321]","[1771, 1999, 2495, 2080, 2806, 1660, 6283, 36, 3707, 41, 970, 2463, 995, 7643, 288, 4894, 9103, 1239, 5771, 5750]"
"[608, 3512]","[704, 8203, 609, 330, 325, 8622, 1410, 118, 28, 1622, 4450, 1653, 183, 652, 423, 5180, 734, 293, 364, 3670]"
[571],"[220, 3246, 2716, 2435, 6926, 7522, 3080, 470, 1074, 1142, 5506, 188, 3267, 1810, 4133, 1858, 1558, 5240, 697, 9409]"
"[621, 5812]","[1246, 4138, 2610, 2837, 4774, 200, 471, 1790, 6983, 5058, 672, 3810, 6149, 6237, 6190, 4668, 840, 4997, 9601, 8763]"
[9628],"[764, 8767, 8460, 304, 23, 2815, 24, 3188, 1730, 120, 3011, 4495, 4089, 5825, 12, 5977, 1275, 8544, 2257, 1280]"
[251],"[183, 53, 3108, 3511, 630, 4005, 7144, 1047, 4254, 9139, 966, 3677, 7524, 1096, 7275, 17, 828, 4296, 3856, 2680]"
"[304, 2903]","[66, 4747, 1252, 1424, 2626, 33, 175, 19, 1466, 7851, 1931, 896, 624, 1056, 3074, 1835, 3285, 223, 53, 2461]"
"[278, 3131, 118]","[7236, 4498, 743, 1096, 1383, 9242, 149, 7382, 6033, 571, 5788, 5306, 282, 1380, 113, 2816, 5142, 2272, 7854, 2420]"
[194],"[1609, 1996, 330, 41, 354, 128, 195, 777, 1733, 481, 379, 3822, 329, 1600, 238, 107, 2018, 455, 2167, 1675]"
"[2581, 4810]","[4811, 160, 2323, 2395, 6990, 675, 687, 838, 1123, 3477, 2919, 475, 4485, 3765, 1229, 974, 638, 960, 3714, 1524]"
[5635],"[6085, 4342, 5636, 3185, 6637, 2976, 1149, 1522, 5536, 934, 3077, 6963, 1604, 432, 1354, 4233, 3219, 9122, 758, 2489]"
[72],"[3859, 3589, 1088, 955, 643, 160, 744, 183, 3772, 1022, 2497, 1500, 268, 5309, 1453, 379, 1243, 41, 617, 2813]"
[568],"[2068, 92, 123, 257, 128, 4164, 1733, 7085, 629, 118, 840, 476, 127, 1184, 943, 7115, 268, 835, 2215, 540]"
[6444],"[2395, 6445, 118, 998, 3475, 3571, 833, 451, 5937, 7022, 4603, 3828, 18, 7075, 327, 6073, 2128, 1758, 7812, 4416]"
"[502, 5359]","[269, 1546, 332, 1827, 354, 4660, 1265, 2662, 7011, 7691, 1197, 7258, 128, 615, 4866, 1794, 1184, 260, 6241, 882]"
[1408],"[372, 1080, 3509, 53, 273, 5123, 7106, 3347, 1142, 330, 567, 8, 3261, 19, 194, 2605, 118, 704, 1829, 618]"
"[4945, 2527]","[7382, 6597, 6058, 1557, 5398, 8047, 2565, 1604, 7119, 1837, 6799, 3306, 1150, 3870, 6810, 1461, 9797, 7832, 7265, 309]"
[2093],"[325, 282, 6327, 397, 1336, 961, 6417, 489, 160, 3636, 1675, 977, 2038, 704, 6901, 719, 315, 2829, 2095, 107]"
"[288, 7750]","[450, 1913, 1990, 2766, 1640, 3264, 1367, 2453, 1706, 1306, 7215, 3848, 143, 133, 6500, 3618, 6743, 9329, 735, 454]"
[128],"[129, 752, 1025, 1251, 2067, 2068, 2852, 92, 2512, 123, 5499, 1276, 5978, 753, 122, 2491, 541, 4636, 7517, 7596]"
[1131],"[15, 6603, 9536, 1099, 729, 2153, 4049, 1076, 7703, 4006, 1342, 4274, 388, 4211, 1692, 194, 8741, 506, 2520, 261]"
[283],"[2178, 1928, 3071, 1864, 1838, 152, 956, 284, 5641, 149, 954, 2079, 2456, 118, 675, 800, 354, 707, 318, 571]"
"[8750, 1184]","[1904, 5224, 3214, 4742, 1424, 736, 3206, 2420, 6327, 2214, 4773, 1110, 947, 5334, 3768, 6447, 2623, 2198, 704, 4197]"
[1534],"[7653, 478, 144, 4294, 648, 4584, 276, 432, 3236, 1786, 1037, 1006, 4373, 1502, 8580, 602, 8375, 4946, 2188, 455]"
[4211],"[3541, 6332, 65, 2837, 2587, 114, 330, 4284, 347, 3383, 4448, 8094, 2474, 889, 7189, 3931, 1221, 3695, 4212, 2789]"
[1458],"[8398, 1804, 939, 368, 238, 1367, 2052, 3676, 3316, 2781, 3091, 5122, 1584, 95, 1898, 1183, 6693, 2535, 255, 15]"
[3562],"[6920, 8047, 5278, 1853, 4515, 2353, 9246, 541, 1603, 1715, 2267, 567, 97, 7211, 1797, 1464, 8352, 1778, 2276, 1044]"
"[4162, 6247]","[696, 4, 3321, 5149, 8350, 2184, 6248, 1765, 3844, 929, 191, 5880, 5435, 733, 6363, 6906, 451, 4248, 2727, 7441]"
[1046],"[3747, 564, 3718, 6724, 1704, 4921, 5658, 6521, 2896, 811, 3143, 9436, 3826, 1397, 113, 171, 7765, 6536, 5995, 571]"
"[183, 17, 1152, 274, 1682]","[4529, 3053, 2034, 4815, 4064, 6240, 8317, 5166, 2667, 304, 1686, 6476, 1509, 4148, 2147, 2903, 562, 762, 6831, 873]"
"[183, 53, 4232]","[7377, 2631, 1800, 218, 683, 4218, 2719, 2327, 6599, 8098, 3182, 8844, 8201, 7338, 841, 2130, 6337, 9102, 4340, 4654]"
[772],"[771, 119, 53, 2884, 1872, 952, 1454, 8165, 884, 9676, 413, 2342, 1904, 5427, 9242, 4994, 2674, 343, 1142, 1334]"
"[1882, 2683]","[7608, 7384, 2823, 5077, 3548, 9140, 4964, 2807, 9603, 4120, 3378, 7879, 1378, 4137, 2261, 7909, 7771, 5175, 2909, 7629]"
"[4835, 135]","[183, 1392, 195, 104, 317, 1239, 4544, 1649, 1970, 2488, 1702, 735, 1184, 13, 6, 4894, 295, 3925, 939, 504]"
[281],"[28, 171, 9126, 282, 7647, 4782, 2838, 5112, 2358, 291, 2239, 734, 205, 3430, 326, 253, 3344, 1267, 1142, 4143]"
[4625],"[2487, 3406, 4491, 7728, 2576, 4970, 237, 4550, 4146, 475, 494, 3606, 6394, 4112, 2190, 2889, 524, 247, 1348, 1185]"
[3323],"[1628, 2800, 1969, 3324, 450, 2128, 1224, 5620, 4258, 1913, 171, 175, 4179, 326, 459, 1712, 4786, 4555, 194, 1827]"
"[7631, 7155, 5009, 5328, 6167]","[3366, 3033, 8546, 3992, 5009, 5790, 5329, 273, 6252, 2277, 1990, 1693, 5988, 2930, 1977, 2984, 53, 8177, 627, 919]"
[249],"[1564, 347, 499, 15, 250, 2210, 264, 252, 713, 39, 3080, 2036, 53, 4343, 1577, 194, 488, 489, 1386, 1422]"
"[4467, 328]","[3285, 331, 123, 3145, 1744, 3935, 6060, 2748, 329, 450, 3626, 678, 1985, 3143, 2072, 3155, 7331, 3018, 2386, 5476]"
"[4362, 7961]","[998, 5895, 1459, 1197, 451, 4712, 2743, 7962, 6184, 315, 2627, 5394, 5277, 4995, 2265, 149, 576, 7503, 238, 428]"
[1373],"[8862, 3365, 1640, 8047, 1186, 4491, 3616, 1604, 55, 1005, 6207, 1145, 3978, 9351, 4821, 1156, 39, 4511, 4376, 4298]"
[416],"[4443, 4006, 18, 735, 188, 3264, 5726, 4217, 268, 4221, 417, 568, 3456, 3451, 5814, 1336, 3420, 8, 1184, 936]"
[9086],"[652, 53, 3246, 4521, 27, 2605, 506, 704, 434, 1044, 6653, 764, 164, 9087, 195, 1204, 249, 490, 918, 3683]"
[6573],"[6484, 8563, 4800, 4650, 498, 3009, 7464, 491, 328, 3772, 208, 1034, 7555, 6879, 6925, 3616, 1026, 2453, 4272, 227]"
[999],"[5889, 6440, 8924, 8448, 1598, 2450, 412, 2442, 1140, 1868, 1000, 620, 5646, 840, 1500, 314, 2626, 3089, 6274, 5524]"
[3674],"[3675, 2563, 6179, 6626, 496, 2485, 834, 2001, 7207, 1087, 104, 3217, 6641, 1968, 5629, 102, 332, 7272, 354, 309]"
"[230, 5591]","[195, 4351, 3163, 1454, 128, 450, 6469, 420, 19, 6091, 398, 5927, 6805, 3714, 3605, 3236, 541, 454, 1604, 425]"
[9217],"[9218, 33, 1856, 7419, 3034, 5396, 904, 1920, 752, 5722, 4355, 3759, 4089, 53, 434, 6581, 3515, 184, 4720, 4245]"
"[17, 104]","[594, 15, 675, 1799, 454, 602, 450, 1804, 41, 1596, 3021, 18, 104, 1358, 2803, 201, 2789, 2769, 288, 2553]"
[5633],"[2346, 1239, 4971, 2913, 7113, 3703, 1552, 2333, 3463, 2345, 1655, 1492, 3815, 3354, 4200, 104, 5315, 7668, 303, 8879]"
[224],"[1371, 3367, 1640, 223, 1186, 1203, 4984, 222, 227, 925, 1602, 9274, 3011, 4181, 753, 225, 221, 2055, 2649, 2631]"
[2620],"[1342, 2621, 835, 304, 1006, 257, 8139, 1816, 828, 611, 594, 195, 1037, 3705, 8587, 317, 1931, 2373, 4566, 7130]"
"[5531, 4378]","[1156, 5688, 693, 438, 2382, 1979, 133, 608, 5532, 183, 210, 1137, 2000, 1376, 152, 1609, 3107, 6226, 1888, 1492]"
"[508, 1296, 2009]","[8279, 2283, 8701, 154, 288, 1080, 2285, 1904, 734, 4290, 1395, 389, 4443, 5338, 2295, 5240, 3143, 6624, 3625, 3431]"
[60],"[205, 678, 4959, 1647, 2112, 4742, 2586, 1977, 1648, 3768, 1930, 7353, 3833, 1674, 3260, 5655, 1827, 61, 760, 4434]"
"[4278, 4334]","[7812, 1279, 4013, 150, 1369, 8396, 4335, 937, 4021, 5565, 195, 4181, 1440, 1512, 6045, 5641, 4851, 5996, 449, 118]"
"[4391, 3992]","[1667, 3253, 454, 6501, 7861, 9413, 2909, 2452, 1865, 3433, 3021, 6217, 2670, 9020, 1564, 177, 4857, 4392, 9000, 7242]"
"[8152, 5010, 590]","[447, 1156, 840, 2631, 2662, 36, 4298, 4624, 1012, 646, 607, 15, 85, 18, 978, 602, 1022, 6180, 6666, 66]"
[1135],"[21, 5306, 183, 3545, 1196, 13, 304, 17, 1392, 104, 2203, 984, 1941, 4521, 204, 4073, 2488, 8437, 3375, 3318]"
[568],"[2068, 92, 123, 257, 128, 4164, 1733, 7085, 629, 118, 840, 476, 127, 1184, 943, 7115, 268, 835, 2215, 540]"
"[7043, 1658]","[4450, 1598, 2827, 6181, 4117, 1360, 2556, 4973, 8312, 3568, 1714, 3155, 7054, 3562, 4759, 331, 6270, 1343, 1333, 970]"
"[1395, 9206]","[693, 5752, 4597, 5253, 4021, 2671, 2178, 3238, 6641, 7092, 816, 1892, 2485, 7156, 3366, 8269, 5649, 7789, 5814, 3109]"
"[183, 468]","[53, 896, 36, 171, 41, 2571, 1658, 4336, 218, 608, 2102, 336, 2462, 4580, 362, 329, 3545, 4778, 4521, 1996]"
[238],"[432, 2109, 6932, 8737, 497, 398, 743, 6991, 1453, 5485, 2816, 6685, 2802, 9797, 5293, 6230, 2850, 450, 1434, 764]"
[9273],"[6752, 288, 9274, 527, 6199, 324, 175, 5975, 647, 2685, 1342, 1934, 318, 2248, 8869, 638, 960, 1722, 1395, 4245]"
"[6960, 9206, 1853]","[9397, 8531, 813, 7190, 995, 4958, 5437, 7885, 8759, 7838, 2802, 226, 658, 9298, 7894, 280, 356, 2289, 648, 3038]"
[8775],"[1161, 5686, 2215, 220, 2214, 5796, 475, 594, 2685, 478, 630, 3001, 3236, 1995, 3558, 539, 3059, 6244, 218, 2320]"
"[452, 1324, 245, 22]","[517, 238, 1934, 53, 4220, 2219, 1109, 1028, 72, 2683, 709, 1183, 1855, 1252, 354, 1619, 4651, 1503, 970, 396]"
[1558],"[8710, 2067, 288, 389, 150, 2443, 4292, 2364, 5971, 67, 2001, 2303, 506, 1968, 6616, 2967, 1940, 1145, 2553, 4021]"
"[8835, 327, 6920]","[9750, 479, 7223, 1134, 3150, 1075, 8682, 576, 1732, 6921, 3013, 86, 839, 7423, 7207, 149, 2435, 118, 7739, 1250]"
"[812, 9270, 15]","[1928, 330, 1243, 679, 450, 331, 28, 41, 1968, 149, 1953, 4313, 2094, 72, 923, 4132, 4181, 3130, 268, 3020]"
"[1462, 315, 2441]","[1459, 2800, 2957, 2018, 227, 1897, 331, 675, 165, 4742, 5645, 389, 1123, 5507, 2492, 8183, 425, 5054, 15, 445]"
"[506, 835]","[330, 1184, 2091, 4586, 60, 309, 152, 616, 2240, 568, 1546, 3828, 1886, 28, 1410, 354, 2334, 4867, 506, 1276]"
[4603],"[719, 330, 6818, 709, 1075, 8795, 4181, 3863, 118, 1701, 205, 4653, 735, 7144, 36, 2638, 1336, 3, 95, 3021]"
[315],"[9084, 4018, 433, 735, 1327, 9761, 906, 7285, 173, 8497, 4783, 2465, 320, 1500, 693, 5713, 4309, 2748, 450, 1559]"
[41],"[195, 1110, 450, 329, 433, 188, 203, 764, 3077, 220, 4586, 149, 1204, 1227, 571, 420, 2771, 330, 743, 1594]"
[1021],"[1513, 744, 218, 6591, 955, 3138, 324, 816, 698, 1546, 4358, 425, 354, 753, 5869, 7631, 3877, 53, 18, 506]"
"[6713, 2681]","[4141, 326, 961, 3468, 3576, 6700, 1281, 1014, 645, 1490, 697, 5012, 28, 1140, 1317, 2256, 253, 1450, 3826, 3634]"
[92],"[93, 7010, 2822, 5978, 7672, 1927, 8474, 444, 2267, 8264, 5902, 5874, 4690, 897, 1969, 5541, 1184, 3340, 4555, 388]"
"[1039, 278, 6820]","[3879, 5375, 541, 465, 1425, 813, 9278, 7023, 4521, 8366, 1675, 128, 2144, 2561, 1960, 5877, 2587, 1184, 3110, 5944]"
"[972, 28]","[5603, 3922, 118, 2605, 4598, 825, 8098, 4247, 1165, 3118, 1194, 441, 4048, 7752, 1932, 4962, 1302, 1798, 104, 1903]"
"[4262, 6995]","[7936, 7841, 293, 2268, 1668, 3287, 2653, 6921, 1078, 3458, 4687, 1446, 303, 709, 2870, 7165, 6467, 738, 62, 2656]"
"[1130, 4774]","[1701, 9057, 338, 2836, 4476, 4324, 2703, 3645, 3328, 6236, 4965, 9026, 1806, 4153, 7454, 8174, 9058, 323, 3552, 5531]"
[5206],"[194, 165, 136, 812, 702, 1447, 2903, 273, 264, 53, 3296, 5444, 1152, 15, 5747, 434, 5207, 3225, 2214, 180]"
[3319],"[18, 362, 712, 1363, 756, 3074, 41, 2186, 8005, 171, 1767, 3025, 2602, 5587, 3264, 2139, 964, 4270, 942, 2594]"
"[8798, 1640]","[6206, 6208, 3366, 3367, 7559, 8119, 125, 710, 6255, 2568, 499, 8959, 1459, 3529, 985, 5840, 1186, 3579, 5328, 6652]"
[7203],"[6572, 7204, 1924, 886, 53, 25, 1956, 3225, 57, 1247, 2462, 39, 194, 3108, 1885, 2044, 3847, 1077, 1742, 701]"
[2397],"[1931, 220, 629, 581, 7625, 6699, 364, 1798, 5510, 7130, 3306, 2398, 368, 612, 1596, 908, 4733, 4352, 219, 50]"
[56],"[5500, 3075, 57, 2850, 41, 2601, 455, 5254, 5557, 8457, 6485, 6144, 5188, 1974, 1453, 2822, 5214, 8584, 5935, 432]"
[195],"[450, 326, 432, 238, 3246, 329, 434, 2838, 1990, 4665, 3385, 7717, 1088, 2893, 2377, 2079, 41, 609, 3467, 5591]"
[2454],"[9566, 897, 7802, 3866, 620, 18, 977, 502, 6439, 72, 1995, 4663, 976, 6983, 600, 1792, 1197, 2594, 318, 4697]"
[3761],"[3762, 4984, 830, 3844, 735, 3394, 1538, 330, 1585, 1227, 2115, 2263, 1968, 60, 1874, 2095, 5714, 114, 288, 1049]"
[629],"[2068, 568, 123, 128, 92, 257, 812, 4437, 230, 3711, 194, 2447, 129, 4636, 1990, 171, 1106, 4354, 675, 1982]"
"[13, 5454]","[2154, 5939, 5336, 1534, 469, 2345, 2957, 8, 184, 518, 2398, 2150, 2596, 602, 3253, 454, 5608, 8482, 2553, 855]"
"[812, 617]","[172, 4439, 2365, 1818, 72, 704, 389, 18, 2094, 618, 978, 756, 3694, 4270, 1527, 3693, 195, 1019, 959, 1897]"
[629],"[2068, 568, 123, 128, 92, 257, 812, 4437, 230, 3711, 194, 2447, 129, 4636, 1990, 171, 1106, 4354, 675, 1982]"
[128],"[129, 752, 1025, 1251, 2067, 2068, 2852, 92, 2512, 123, 5499, 1276, 5978, 753, 122, 2491, 541, 4636, 7517, 7596]"
"[9322, 8047]","[1646, 8821, 1899, 7612, 1811, 9318, 241, 3123, 5833, 2878, 4731, 3665, 5, 7599, 3010, 5423, 2921, 3260, 4096, 4697]"
[1852],"[3669, 8047, 5026, 5572, 8522, 6036, 1853, 3368, 1467, 1566, 2112, 4440, 1553, 5032, 2367, 2086, 1883, 5662, 1354, 2094]"
"[264, 1598]","[2018, 4933, 1868, 1636, 6322, 7709, 8906, 220, 164, 4754, 629, 2210, 128, 1382, 1702, 2304, 1371, 1227, 3259, 309]"
[629],"[2068, 568, 123, 128, 92, 257, 812, 4437, 230, 3711, 194, 2447, 129, 4636, 1990, 171, 1106, 4354, 675, 1982]"
[2464],"[8050, 133, 1890, 2824, 3522, 1249, 9121, 3909, 1102, 6511, 675, 4334, 2465, 4808, 6839, 3347, 8108, 956, 2689, 833]"
"[171, 7320]","[1099, 5015, 960, 194, 6661, 5585, 210, 570, 4895, 1172, 2066, 2201, 128, 4353, 5226, 1625, 4975, 2079, 4839, 4995]"
[1440],"[5369, 780, 6085, 9000, 7287, 4248, 1276, 779, 3904, 4109, 2483, 4247, 3685, 823, 326, 1512, 3260, 7882, 4808, 4279]"
"[9227, 3204]","[8090, 1422, 8043, 2627, 7292, 179, 9281, 55, 1457, 2853, 4385, 6337, 133, 71, 1827, 5833, 5226, 3464, 5606, 3248]"
[5922],"[1807, 3324, 119, 5923, 6952, 7644, 2299, 220, 8497, 2376, 15, 2028, 1625, 7847, 8724, 5954, 1021, 1191, 3893, 132]"
[571],"[220, 3246, 2716, 2435, 6926, 7522, 3080, 470, 1074, 1142, 5506, 188, 3267, 1810, 4133, 1858, 1558, 5240, 697, 9409]"
[3316],"[3246, 308, 325, 4586, 6460, 1288, 434, 3061, 1546, 1334, 330, 1203, 1733, 736, 704, 329, 118, 2272, 6521, 1395]"
[1741],"[828, 8352, 1742, 3108, 2018, 4945, 67, 171, 1127, 470, 53, 1056, 4213, 194, 128, 3636, 3856, 854, 825, 873]"
"[981, 7050]","[9101, 5003, 891, 4364, 5012, 306, 436, 3579, 5863, 9163, 537, 3561, 931, 7711, 840, 7252, 1249, 1321, 9326, 2345]"
[250],"[1766, 183, 527, 317, 53, 164, 12, 2080, 1529, 1912, 1741, 1047, 3511, 1481, 757, 304, 1992, 5891, 1151, 3224]"
[1362],"[812, 447, 1134, 1252, 149, 2581, 840, 2594, 257, 8, 199, 330, 3327, 976, 450, 1585, 567, 756, 128, 5272]"
[53],"[104, 195, 36, 594, 2553, 725, 625, 1596, 450, 171, 331, 190, 455, 3378, 1742, 2348, 3609, 7680, 201, 883]"
[594],"[675, 1386, 1868, 3927, 2079, 840, 614, 2548, 3109, 977, 669, 326, 268, 18, 1348, 756, 4244, 2605, 2225, 41]"
"[2903, 1553, 3491]","[1045, 3985, 5336, 4784, 291, 9534, 487, 53, 613, 1503, 454, 5798, 4064, 1116, 6091, 6132, 5472, 7497, 7256, 2295]"
[3548],"[138, 5123, 327, 1675, 899, 5937, 4867, 1161, 381, 6877, 3233, 549, 6198, 634, 5865, 954, 4312, 3997, 3598, 571]"
[223],"[222, 2055, 1371, 7328, 3671, 7084, 8780, 1077, 1361, 1373, 7861, 2146, 122, 7576, 340, 3073, 832, 2067, 164, 6974]"
"[9381, 383, 833]","[5567, 6659, 4950, 2097, 8185, 8417, 7253, 1280, 152, 1544, 624, 8378, 2072, 6641, 8942, 6898, 1611, 1614, 5263, 5084]"
[3204],"[8090, 1827, 3236, 7046, 1875, 152, 133, 7124, 3235, 5051, 2011, 205, 812, 1755, 4944, 5685, 1513, 5533, 3877, 5857]"
[288],"[7493, 194, 2182, 3213, 1702, 2018, 840, 982, 3208, 8865, 6261, 205, 450, 260, 238, 652, 9467, 466, 1548, 548]"
[6671],"[2886, 5796, 1388, 4349, 3182, 882, 3886, 2877, 7477, 450, 3236, 953, 4497, 1453, 6632, 8754, 394, 1504, 925, 2544]"
[3238],"[3768, 107, 5491, 2777, 1542, 1930, 412, 2577, 735, 2456, 230, 268, 134, 812, 704, 15, 2225, 977, 753, 2677]"
[2068],"[92, 629, 1025, 2069, 128, 2913, 5513, 7025, 127, 2852, 1251, 1596, 276, 5116, 1293, 4351, 2068, 3213, 123, 129]"
"[131, 756, 3091, 4135, 6957]","[4048, 266, 1628, 3159, 281, 3094, 796, 330, 162, 1198, 2802, 2271, 1666, 4443, 991, 735, 2938, 2664, 4035, 4313]"
"[8471, 1204]","[7663, 7772, 4762, 9597, 4633, 3889, 2134, 9173, 7197, 2743, 2755, 3665, 1402, 5444, 9749, 6589, 4044, 7831, 7939, 3654]"
[219],"[7210, 2801, 6461, 3215, 220, 3236, 5083, 2261, 129, 2990, 606, 4586, 5893, 1947, 1099, 1447, 5802, 614, 6316, 1132]"
"[1750, 3991, 9752]","[6362, 7156, 5653, 7409, 4098, 3246, 3944, 4581, 128, 7499, 3279, 6242, 68, 506, 7803, 8011, 684, 443, 1951, 4205]"
"[1494, 2125, 1702, 1142, 6369]","[1161, 9025, 311, 6011, 1500, 1655, 602, 8307, 643, 3927, 3865, 2844, 19, 2456, 5226, 60, 1425, 1538, 477, 9795]"
"[53, 454, 3208]","[1386, 4920, 172, 4160, 3449, 675, 287, 3021, 4863, 317, 8281, 8683, 7706, 730, 1403, 455, 13, 2683, 941, 1559]"
[1044],"[4515, 867, 5299, 3780, 3018, 1144, 2323, 3399, 812, 60, 4148, 205, 1927, 1827, 3533, 6053, 4038, 882, 1572, 1785]"
[2857],"[907, 3388, 5367, 2858, 295, 6692, 5554, 8442, 2903, 4482, 2062, 7952, 8113, 4555, 288, 1669, 743, 1782, 1912, 3432]"
[7472],"[1960, 2018, 2080, 658, 464, 3139, 2800, 8266, 1277, 5420, 6326, 195, 317, 8217, 756, 2683, 171, 611, 3091, 41]"
[389],"[18, 7610, 268, 72, 3071, 2883, 5400, 1767, 450, 9, 840, 976, 614, 4130, 362, 2206, 675, 669, 974, 977]"
[1856],"[1857, 2497, 1184, 754, 136, 5946, 2186, 1185, 5090, 2507, 4636, 278, 2139, 3200, 316, 36, 1513, 568, 160, 1655]"
[104],"[36, 3021, 41, 15, 450, 5396, 257, 2150, 4050, 804, 151, 1184, 455, 3716, 451, 594, 2194, 1109, 636, 190]"
[1977],"[7330, 6769, 2594, 6191, 9085, 7521, 60, 1674, 4503, 113, 1827, 496, 760, 4030, 8055, 1930, 1653, 6014, 3747, 1863]"
[2812],"[53, 812, 1210, 126, 264, 1302, 4582, 4970, 1701, 454, 184, 104, 450, 1263, 33, 17, 475, 180, 1142, 595]"
"[362, 4036, 2921]","[2660, 290, 2242, 4813, 4734, 6371, 3475, 328, 744, 1250, 1144, 149, 6588, 1756, 1501, 5358, 2099, 8270, 118, 3238]"
[6722],"[6723, 3372, 9633, 4708, 6717, 8713, 6695, 5648, 652, 4067, 6000, 6150, 3965, 8855, 5201, 1834, 2817, 6235, 643, 7434]"
"[6716, 3382]","[2377, 3883, 5423, 4424, 7531, 3229, 6194, 6754, 9797, 6717, 7084, 601, 5366, 3817, 7249, 6221, 6459, 328, 65, 2634]"
"[278, 1827]","[1184, 219, 318, 465, 227, 7882, 1674, 1131, 2561, 3833, 280, 4891, 8868, 1150, 4584, 136, 2269, 1602, 553, 1569]"
[944],"[2610, 3371, 3890, 3811, 1165, 2606, 1612, 3447, 8283, 5826, 2967, 5758, 1166, 1798, 151, 945, 4255, 3987, 520, 1037]"
"[18, 3]","[2629, 183, 454, 15, 2130, 2802, 2249, 5745, 1266, 328, 2985, 1640, 135, 3716, 1827, 1049, 69, 6785, 812, 5043]"
[2075],"[2485, 978, 1184, 2066, 2377, 2045, 7662, 506, 15, 756, 602, 102, 1653, 1156, 1982, 812, 5926, 1453, 9566, 1037]"
[2967],"[36, 15, 4555, 3021, 2968, 594, 3927, 3208, 7, 568, 8556, 1712, 735, 5474, 675, 2681, 4443, 966, 2034, 454]"
[3895],"[9403, 887, 4414, 5143, 600, 3607, 1752, 758, 324, 9012, 3531, 878, 1343, 6053, 8174, 4351, 3158, 5051, 2964, 5165]"
[1252],"[3490, 3538, 8676, 7819, 469, 6228, 2191, 1793, 5336, 6709, 4482, 368, 19, 44, 2106, 4246, 6706, 295, 643, 5115]"
[369],"[1163, 2560, 4661, 3660, 971, 5409, 8153, 501, 3921, 9430, 9075, 7870, 7357, 2465, 1654, 6719, 9647, 6815, 5488, 7064]"
[6173],"[3542, 227, 3316, 3413, 2700, 758, 1655, 3572, 1117, 541, 3491, 6174, 1978, 2846, 2582, 79, 2483, 4763, 569, 4718]"
[249],"[1564, 347, 499, 15, 250, 2210, 264, 252, 713, 39, 3080, 2036, 53, 4343, 1577, 194, 488, 489, 1386, 1422]"
[268],"[647, 5079, 2662, 8170, 3874, 2303, 1281, 3255, 1463, 3153, 675, 704, 1675, 5369, 5993, 2094, 1099, 1546, 2603, 1453]"
[314],"[114, 3315, 3732, 7478, 559, 6265, 6811, 1334, 3149, 7112, 7315, 4689, 315, 1711, 3178, 1675, 4539, 4555, 152, 1049]"
